package_name,feature_word,region_word,score,,,,,,
turtlebot3_autorace_parking_detect,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_parking_core,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_parking_control,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_parking_camera,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_parking,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_msgs,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_level_crossing_detect,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_level_crossing_core,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_level_crossing_control,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_level_crossing_camera,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_level_crossing,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_intersection_detect,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_intersection_core,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_intersection_control,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_intersection_camera,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_intersection,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_construction_detect,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_construction_core,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_construction_control,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_construction_camera,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_construction,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_2020,turtlebot3,TurtleBot3,100,,,,,,
robotis_manipulator,robotis,ROBOTIS OP,95,,,,,,
xbot_tools,xbot,xbot,100,,,,,,
xbot_safety_controller,xbot,xbot,100,,,,,,
xbot_node,xbot,xbot,100,,,,,,
xbot_msgs,xbot,xbot,100,,,,,,
xbot_driver,xbot,xbot,100,,,,,,
xbot_description,xbot,xbot,100,,,,,,
xbot_bringup,xbot,xbot,100,,,,,,
xbot,xbot,xbot,100,,,,,,
fanuc_r2000ic_support,fanuc,Fanuc,100,,,,,,
fanuc_r2000ib_support,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200id_support,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200id_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200id_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200id7l_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_experimental,fanuc,Fanuc,100,,,,,,
pr2_se_calibration_launch,pr2,PR2,100,,,,,,
pr2_dense_laser_snapshotter,pr2,PR2,100,,,,,,
pr2_calibration_launch,pr2,PR2,100,,,,,,
pr2_calibration,pr2,PR2,100,,,,,,
pr2_kinematics,pr2,PR2,100,,,,,,
pr2_arm_kinematics,pr2,PR2,100,,,,,,
fetch_moveit_config,fetch,Fetch,100,,,,,,
fetch_maps,fetch,Fetch,100,,,,,,
fetch_ikfast_plugin,fetch,Fetch,100,,,,,,
fetch_description,fetch,Fetch,100,,,,,,
fetch_depth_layer,fetch,Fetch,100,,,,,,
fetch_calibration,fetch,Fetch,100,,,,,,
roomba_stage,roomba,Roomba,100,,,,,,
robot_setup_tf_tutorial,robot,ROSbot,91,,,,,,
rbcar_pad,rbcar,RBCAR,100,,,,,,
rbcar_navigation,rbcar,RBCAR,100,,,,,,
rbcar_localization,rbcar,RBCAR,100,,,,,,
rbcar_description,rbcar,RBCAR,100,,,,,,
rbcar_common,rbcar,RBCAR,100,,,,,,
rqt_robot_monitor,robot,ROSbot,91,0,,,,,
rtmros_hironx,hironx,HiroNXO,92,,,,,,
hironx_ros_bridge,hironx,HiroNXO,92,,,,,,
hironx_moveit_config,hironx,HiroNXO,92,,,,,,
hironx_calibration,hironx,HiroNXO,92,,,,,,
dynamixel_tutorials,dynamixel,Dynamixel,100,,,,,,
dynamixel_msgs,dynamixel,Dynamixel,100,,,,,,
dynamixel_motor,dynamixel,Dynamixel,100,,,,,,
dynamixel_driver,dynamixel,Dynamixel,100,,,,,,
dynamixel_controllers,dynamixel,Dynamixel,100,,,,,,
turtlebot3_panorama,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_follower,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_follow_filter,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_automatic_parking_vision,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_automatic_parking,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_applications,turtlebot3,TurtleBot3,100,,,,,,
robot_calibration_msgs,robot,ROSbot,91,0,,,,,
robot_calibration,robot,ROSbot,91,0,,,,,
cob_default_robot_config,robot,ROSbot,91,0,,,,,
cob_default_robot_behavior,robot,ROSbot,91,0,,,,,
tiago_simulation,tiago,TIAGo,100,,,,,,
tiago_robot,tiago,TIAGo,100,,,,,,
tiago_robot,robot,ROSbot,91,0,,,,,
tiago_multi,tiago,TIAGo,100,,,,,,
tiago_moveit_config,tiago,TIAGo,100,,,,,,
tiago_gazebo,tiago,TIAGo,100,,,,,,
tiago_description,tiago,TIAGo,100,,,,,,
tiago_controller_configuration_gazebo,tiago,TIAGo,100,,,,,,
tiago_controller_configuration,tiago,TIAGo,100,,,,,,
tiago_bringup,tiago,TIAGo,100,,,,,,
tiago_2dnav_gazebo,tiago,TIAGo,100,,,,,,
xarm_sdk,xarm,xArm,100,,,,,,
xarm_planner,xarm,xArm,100,,,,,,
xarm_msgs,xarm,xArm,100,,,,,,
xarm_gripper,xarm,xArm,100,,,,,,
xarm_gazebo,xarm,xArm,100,,,,,,
xarm_description,xarm,xArm,100,,,,,,
xarm_controller,xarm,xArm,100,,,,,,
xarm_bringup,xarm,xArm,100,,,,,,
xarm_api,xarm,xArm,100,,,,,,
pr2_trajectory_execution_tests,pr2,PR2,100,,,,,,
pr2_test_sbpl_planner,pr2,PR2,100,,,,,,
pr2_test_kinematic_constraints,pr2,PR2,100,,,,,,
pr2_test_collision_distance_field,pr2,PR2,100,,,,,,
pr2_test_collision_detection,pr2,PR2,100,,,,,,
pr2_test_chomp_planner,pr2,PR2,100,,,,,,
pr2_simple_benchmark_test,pr2,PR2,100,,,,,,
pr2_planning_interface_tests,pr2,PR2,100,,,,,,
pr2_ompl_planning_tests,pr2,PR2,100,,,,,,
pr2_moveit_tests,pr2,PR2,100,,,,,,
pr2_moveit_plugins,pr2,PR2,100,,,,,,
pr2_moveit_config,pr2,PR2,100,,,,,,
pr2_move_group_test,pr2,PR2,100,,,,,,
pr2_arm_ik_tests,pr2,PR2,100,,,,,,
moveit_pr2,pr2,PR2,100,,,,,,
robot_indicator,robot,ROSbot,91,0,,,,,
robot_systemd,robot,ROSbot,91,0,,,,,
turtlebot_loadout_kha1,turtlebot,TurtleBot4,95,,,,,,
pioneer_bringup,pioneer,Pioneer LX,95,,,,,,
industrial_robot_simulator,robot,ROSbot,91,0,,,,,
industrial_robot_client,robot,ROSbot,91,0,,,,,
shadow_robot,robot,ROSbot,91,0,,,,,
rqt_ground_robot_teleop,robot,ROSbot,91,0,,,,,
xbot_talker,xbot,xbot,100,,,,,,
framefab_irb6600_workspace_ikfast_rail_robot_manipulator_plugin,robot,ROSbot,91,0,,,,,
sciurus17_vision,sciurus17,Sciurus17,100,,,,,,
sciurus17_tools,sciurus17,Sciurus17,100,,,,,,
sciurus17_msgs,sciurus17,Sciurus17,100,,,,,,
sciurus17_moveit_config,sciurus17,Sciurus17,100,,,,,,
sciurus17_gazebo,sciurus17,Sciurus17,100,,,,,,
sciurus17_examples,sciurus17,Sciurus17,100,,,,,,
sciurus17_description,sciurus17,Sciurus17,100,,,,,,
sciurus17_control,sciurus17,Sciurus17,100,,,,,,
sciurus17_bringup,sciurus17,Sciurus17,100,,,,,,
sciurus17,sciurus17,Sciurus17,100,,,,,,
tiago_navigation,tiago,TIAGo,100,,,,,,
tiago_maps,tiago,TIAGo,100,,,,,,
tiago_laser_sensors,tiago,TIAGo,100,,,,,,
tiago_2dnav,tiago,TIAGo,100,,,,,,
seed_r7_robot_interface,robot,ROSbot,91,0,,,,,
doosan_robot,robot,ROSbot,91,0,,,,,
libphidgets,libphidgets,libphidgets21,92,,,,,,
dynamixel_control_hw,dynamixel,Dynamixel,100,,,,,,
rwt_robot_monitor,robot,ROSbot,91,0,,,,,
openrave_robot_filter,robot,ROSbot,91,0,,,,,
openrave_robot_control,robot,ROSbot,91,0,,,,,
fanuc_m6ib_support,fanuc,Fanuc,100,,,,,,
fanuc_m6ib_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_m6ib_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m6ib6s_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m430ia_support,fanuc,Fanuc,100,,,,,,
fanuc_m430ia_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_m430ia2p_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m430ia2f_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m20ib_support,fanuc,Fanuc,100,,,,,,
fanuc_m20ib_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_m20ib25_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m20ia_support,fanuc,Fanuc,100,,,,,,
fanuc_m20ia_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_m20ia_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m20ia10l_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m16ib_support,fanuc,Fanuc,100,,,,,,
fanuc_m16ib_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_m16ib20_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_m10ia_support,fanuc,Fanuc,100,,,,,,
fanuc_m10ia_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_m10ia_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ic_support,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ic_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ic_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ic5l_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ic5h_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ib_support,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ib_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ib_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200ib3l_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200i_support,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200i_moveit_plugins,fanuc,Fanuc,100,,,,,,
fanuc_lrmate200i_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_driver,fanuc,Fanuc,100,,,,,,
fanuc_cr7ial_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_cr7ia_support,fanuc,Fanuc,100,,,,,,
fanuc_cr7ia_moveit_config,fanuc,Fanuc,100,,,,,,
fanuc_cr35ia_support,fanuc,Fanuc,100,,,,,,
fanuc,fanuc,Fanuc,100,,,,,,
vrpn_client_ros,vrpn,VRPN,100,,,,,,
pr2_tuck_arms_action,pr2,PR2,100,,,,,,
pr2_tilt_laser_interface,pr2,PR2,100,,,,,,
pr2_common_actions,pr2,PR2,100,,,,,,
pr2_common_action_msgs,pr2,PR2,100,,,,,,
pr2_arm_move_ik,pr2,PR2,100,,,,,,
robot_navigation,robot,ROSbot,91,0,,,,,
robot_nav_viz_demos,robot,ROSbot,91,0,,,,,
robot_nav_tools,robot,ROSbot,91,0,,,,,
robot_nav_rviz_plugins,robot,ROSbot,91,0,,,,,
pr2_self_test_msgs,pr2,PR2,100,,,,,,
pr2_self_test,pr2,PR2,100,,,,,,
pr2_motor_diagnostic_tool,pr2,PR2,100,,,,,,
pr2_counterbalance_check,pr2,PR2,100,,,,,,
pr2_bringup_tests,pr2,PR2,100,,,,,,
pr2_power_drivers,pr2,PR2,100,,,,,,
pr2_power_board,pr2,PR2,100,,,,,,
pr2_navigation_teleop,pr2,PR2,100,,,,,,
pr2_navigation_slam,pr2,PR2,100,,,,,,
pr2_navigation_self_filter,pr2,PR2,100,,,,,,
pr2_navigation_perception,pr2,PR2,100,,,,,,
pr2_navigation_local,pr2,PR2,100,,,,,,
pr2_navigation_global,pr2,PR2,100,,,,,,
pr2_navigation_config,pr2,PR2,100,,,,,,
pr2_navigation,pr2,PR2,100,,,,,,
pr2_move_base,pr2,PR2,100,,,,,,
denso_robot_ros,robot,ROSbot,91,0,,,,,
denso_robot_moveit_config,robot,ROSbot,91,0,,,,,
denso_robot_gazebo,robot,ROSbot,91,0,,,,,
denso_robot_descriptions,robot,ROSbot,91,0,,,,,
denso_robot_core_test,robot,ROSbot,91,0,,,,,
denso_robot_core,robot,ROSbot,91,0,,,,,
denso_robot_control,robot,ROSbot,91,0,,,,,
denso_robot_bringup,robot,ROSbot,91,0,,,,,
pmb2_robot,robot,ROSbot,91,0,,,,,
sm_pr2_plugs,pr2,PR2,100,,,,,,
pr2_gripper_sensor_msgs,pr2,PR2,100,,,,,,
pr2_gripper_sensor_controller,pr2,PR2,100,,,,,,
pr2_gripper_sensor_action,pr2,PR2,100,,,,,,
pr2_gripper_sensor,pr2,PR2,100,,,,,,
talos_robot,talos,TALOS,100,,,,,,
talos_robot,robot,ROSbot,91,0,,,,,
talos_description_inertial,talos,TALOS,100,,,,,,
talos_description_calibration,talos,TALOS,100,,,,,,
talos_description,talos,TALOS,100,,,,,,
talos_controller_configuration,talos,TALOS,100,,,,,,
talos_bringup,talos,TALOS,100,,,,,,
moveit_resources_pr2_description,pr2,PR2,100,,,,,,
ridgeback_robot,robot,ROSbot,91,0,,,,,
moveit_resources_fanuc_moveit_config,fanuc,Fanuc,100,,,,,,
moveit_resources_fanuc_description,fanuc,Fanuc,100,,,,,,
khi_robot_test,robot,ROSbot,91,0,,,,,
khi_robot_msgs,robot,ROSbot,91,0,,,,,
khi_robot_control,robot,ROSbot,91,0,,,,,
khi_robot_bringup,robot,ROSbot,91,0,,,,,
khi_robot,robot,ROSbot,91,0,,,,,
pr2_ethercat_drivers,pr2,PR2,100,,,,,,
robot_controllers_msgs,robot,ROSbot,91,0,,,,,
robot_controllers_interface,robot,ROSbot,91,0,,,,,
robot_controllers,robot,ROSbot,91,0,,,,,
kobuki_ftdi,kobuki,Kobuki,100,,,,,,
kobuki_driver,kobuki,Kobuki,100,,,,,,
kobuki_dock_drive,kobuki,Kobuki,100,,,,,,
kobuki_core,kobuki,Kobuki,100,,,,,,
rr_openrover_stack,openrover,Open Rover,95,,,,,,
rr_openrover_simulation,openrover,Open Rover,95,,,,,,
rr_openrover_driver_msgs,openrover,Open Rover,95,,,,,,
rr_openrover_driver,openrover,Open Rover,95,,,,,,
rr_openrover_description,openrover,Open Rover,95,,,,,,
sr_robot_launch,robot,ROSbot,91,0,,,,,
sr_robot_commander,robot,ROSbot,91,0,,,,,
jackal_robot,robot,ROSbot,91,0,,,,,
gundam_robot,robot,ROSbot,91,0,,,,,
robot_self_filter,robot,ROSbot,91,0,,,,,
phm_robot_task_completion,robot,ROSbot,91,0,,,,,
pr2_mechanism_msgs,pr2,PR2,100,,,,,,
fetch_teleop,fetch,Fetch,100,,,,,,
fetch_ros,fetch,Fetch,100,,,,,,
fetch_navigation,fetch,Fetch,100,,,,,,
turtlebot_teleop,turtlebot,TurtleBot4,95,,,,,,
turtlebot_description,turtlebot,TurtleBot4,95,,,,,,
turtlebot_capabilities,turtlebot,TurtleBot4,95,,,,,,
turtlebot_bringup,turtlebot,TurtleBot4,95,,,,,,
turtlebot,turtlebot,TurtleBot4,95,,,,,,
xiaoqiang_server,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_navigation_example,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_navigation,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_msgs,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_monitor,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_freenect_launch,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_freenect_camera,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_freenect,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_driver,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_description,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_depth_image_proc,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_controller,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang_bringup,xiaoqiang,Xiaoqiang,100,,,,,,
xiaoqiang,xiaoqiang,Xiaoqiang,100,,,,,,
pr2_msgs,pr2,PR2,100,,,,,,
pr2_machine,pr2,PR2,100,,,,,,
pr2_description,pr2,PR2,100,,,,,,
pr2_dashboard_aggregator,pr2,PR2,100,,,,,,
pr2_common,pr2,PR2,100,,,,,,
roch_teleop,roch,Roch,100,,,,,,
roch_rapps,roch,Roch,100,,,,,,
roch_navigation,roch,Roch,100,,,,,,
roch_follower,roch,Roch,100,,,,,,
roch,roch,Roch,100,,,,,,
fanuc_post_processor_example,fanuc,Fanuc,100,,,,,,
fanuc_post_processor,fanuc,Fanuc,100,,,,,,
nao_gazebo_plugin,nao,Nao,100,,,,,,
nao_control,nao,Nao,100,,,,,,
kobuki_rviz_launchers,kobuki,Kobuki,100,,,,,,
kobuki_qtestsuite,kobuki,Kobuki,100,,,,,,
kobuki_gazebo_plugins,kobuki,Kobuki,100,,,,,,
kobuki_gazebo,kobuki,Kobuki,100,,,,,,
kobuki_desktop,kobuki,Kobuki,100,,,,,,
kobuki_dashboard,kobuki,Kobuki,100,,,,,,
thormang3_tools,thormang3,THORMANG,94,,,,,,
thormang3_opc,thormang3,THORMANG,94,,,,,,
thormang3_offset_tuner_server,thormang3,THORMANG,94,,,,,,
thormang3_offset_tuner_client,thormang3,THORMANG,94,,,,,,
thormang3_navigation,thormang3,THORMANG,94,,,,,,
thormang3_foot_step_generator,thormang3,THORMANG,94,,,,,,
thormang3_demo,thormang3,THORMANG,94,,,,,,
thormang3_action_script_player,thormang3,THORMANG,94,,,,,,
thormang3_action_editor,thormang3,THORMANG,94,,,,,,
robotis_op3_tools,robotis,ROBOTIS OP,95,,,,,,
robotis_op3_demo,robotis,ROBOTIS OP,95,,,,,,
robot,robot,ROSbot,91,0,,,,,
thormang3_walking_demo,thormang3,THORMANG,94,,,,,,
thormang3_sensors,thormang3,THORMANG,94,,,,,,
thormang3_ppc,thormang3,THORMANG,94,,,,,,
thormang3_mpc_sensors,thormang3,THORMANG,94,,,,,,
thormang3_manipulation_demo,thormang3,THORMANG,94,,,,,,
thormang3_imu_3dm_gx4,thormang3,THORMANG,94,,,,,,
thormang3_gazebo,thormang3,THORMANG,94,,,,,,
thormang3_description,thormang3,THORMANG,94,,,,,,
thormang3_common,thormang3,THORMANG,94,,,,,,
thormang3_walking_module_msgs,thormang3,THORMANG,94,,,,,,
thormang3_walking_module,thormang3,THORMANG,94,,,,,,
thormang3_offset_tuner_msgs,thormang3,THORMANG,94,,,,,,
thormang3_msgs,thormang3,THORMANG,94,,,,,,
thormang3_mpc,thormang3,THORMANG,94,,,,,,
thormang3_manipulation_module_msgs,thormang3,THORMANG,94,,,,,,
thormang3_manipulation_module,thormang3,THORMANG,94,,,,,,
thormang3_manager,thormang3,THORMANG,94,,,,,,
thormang3_kinematics_dynamics,thormang3,THORMANG,94,,,,,,
thormang3_head_control_module_msgs,thormang3,THORMANG,94,,,,,,
thormang3_head_control_module,thormang3,THORMANG,94,,,,,,
thormang3_gripper_module,thormang3,THORMANG,94,,,,,,
thormang3_feet_ft_module_msgs,thormang3,THORMANG,94,,,,,,
thormang3_feet_ft_module,thormang3,THORMANG,94,,,,,,
thormang3_base_module,thormang3,THORMANG,94,,,,,,
thormang3_balance_control,thormang3,THORMANG,94,,,,,,
thormang3_action_module_msgs,thormang3,THORMANG,94,,,,,,
thormang3_action_module,thormang3,THORMANG,94,,,,,,
robotis_op3_common,robotis,ROBOTIS OP,95,,,,,,
robotis_op3,robotis,ROBOTIS OP,95,,,,,,
robotis_framework_common,robotis,ROBOTIS OP,95,,,,,,
robotis_framework,robotis,ROBOTIS OP,95,,,,,,
robotis_device,robotis,ROBOTIS OP,95,,,,,,
robotis_controller_msgs,robotis,ROBOTIS OP,95,,,,,,
robotis_controller,robotis,ROBOTIS OP,95,,,,,,
robotis_utility,robotis,ROBOTIS OP,95,,,,,,
robotis_op3_msgs,robotis,ROBOTIS OP,95,,,,,,
robotis_math,robotis,ROBOTIS OP,95,,,,,,
kobuki_testsuite,kobuki,Kobuki,100,,,,,,
kobuki_safety_controller,kobuki,Kobuki,100,,,,,,
kobuki_rapps,kobuki,Kobuki,100,,,,,,
kobuki_random_walker,kobuki,Kobuki,100,,,,,,
kobuki_node,kobuki,Kobuki,100,,,,,,
kobuki_keyop,kobuki,Kobuki,100,,,,,,
kobuki_description,kobuki,Kobuki,100,,,,,,
kobuki_controller_tutorial,kobuki,Kobuki,100,,,,,,
kobuki_capabilities,kobuki,Kobuki,100,,,,,,
kobuki_bumper2pc,kobuki,Kobuki,100,,,,,,
kobuki_auto_docking,kobuki,Kobuki,100,,,,,,
kobuki,kobuki,Kobuki,100,,,,,,
robot_mechanism_controllers,robot,ROSbot,91,0,,,,,
pr2_mechanism_model,pr2,PR2,100,,,,,,
pr2_mechanism_diagnostics,pr2,PR2,100,,,,,,
pr2_mechanism_controllers,pr2,PR2,100,,,,,,
pr2_mechanism,pr2,PR2,100,,,,,,
pr2_head_action,pr2,PR2,100,,,,,,
pr2_hardware_interface,pr2,PR2,100,,,,,,
pr2_gripper_action,pr2,PR2,100,,,,,,
pr2_controllers_msgs,pr2,PR2,100,,,,,,
pr2_controllers,pr2,PR2,100,,,,,,
pr2_controller_manager,pr2,PR2,100,,,,,,
pr2_controller_interface,pr2,PR2,100,,,,,,
pr2_calibration_controllers,pr2,PR2,100,,,,,,
pepper_sensors_py,pepper,Pepper,100,,,,,,
pepper_robot,pepper,Pepper,100,,,,,,
pepper_robot,robot,ROSbot,91,0,,,,,
pepper_description,pepper,Pepper,100,,,,,,
pepper_bringup,pepper,Pepper,100,,,,,,
nao_vision,nao,Nao,100,,,,,,
nao_interaction_msgs,nao,Nao,100,,,,,,
nao_interaction_launchers,nao,Nao,100,,,,,,
nao_interaction,nao,Nao,100,,,,,,
nao_audio,nao,Nao,100,,,,,,
loki_robot,robot,ROSbot,91,0,,,,,
choreo_kr5_arc_workspace_ikfast_rail_robot_manipulator_plugin,robot,ROSbot,91,0,,,,,
choreo_kr150_2_workspace_ikfast_rail_robot_manipulator_plugin,robot,ROSbot,91,0,,,,,
xbot_navi,xbot,xbot,100,,,,,,
xbot_face,xbot,xbot,100,,,,,,
demo_pioneer,pioneer,Pioneer LX,95,,,,,,
pr2_navigation_apps,pr2,PR2,100,,,,,,
pr2_2dnav_slam,pr2,PR2,100,,,,,,
pr2_2dnav_local,pr2,PR2,100,,,,,,
pr2_2dnav,pr2,PR2,100,,,,,,
pr2_desktop,pr2,PR2,100,,,,,,
pr2_base,pr2,PR2,100,,,,,,
pr2,pr2,PR2,100,,,,,,
fetch_simulation,fetch,Fetch,100,,,,,,
fetch_gazebo_demo,fetch,Fetch,100,,,,,,
fetch_gazebo,fetch,Fetch,100,,,,,,
care_o_bot_robot,robot,ROSbot,91,0,,,,,
melfa_robot,robot,ROSbot,91,0,,,,,
turtlebot3_autorace_detect,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_core,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_control,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace_camera,turtlebot3,TurtleBot3,100,,,,,,
turtlebot3_autorace,turtlebot3,TurtleBot3,100,,,,,,
robot_recorder,robot,ROSbot,91,0,,,,,
turtlebot3_applications_msgs,turtlebot3,TurtleBot3,100,,,,,,
robot_activity_tutorials,robot,ROSbot,91,0,,,,,
robot_activity_msgs,robot,ROSbot,91,0,,,,,
robot_activity,robot,ROSbot,91,0,,,,,
turtlebot_stdr,turtlebot,TurtleBot4,95,,,,,,
turtlebot_stage,turtlebot,TurtleBot4,95,,,,,,
turtlebot_simulator,turtlebot,TurtleBot4,95,,,,,,
turtlebot_gazebo,turtlebot,TurtleBot4,95,,,,,,
kobuki_msgs,kobuki,Kobuki,100,,,,,,
turtlebot_rapps,turtlebot,TurtleBot4,95,,,,,,
turtlebot_navigation,turtlebot,TurtleBot4,95,,,,,,
turtlebot_follower,turtlebot,TurtleBot4,95,,,,,,
turtlebot_create,turtlebot,TurtleBot4,95,,,,,,
turtlebot_calibration,turtlebot,TurtleBot4,95,,,,,,
turtlebot_apps,turtlebot,TurtleBot4,95,,,,,,
turtlebot_actions,turtlebot,TurtleBot4,95,,,,,,
rospeex_webaudiomonitor,rospeex,rospeex,100,,,,,,
rospeex_samples,rospeex,rospeex,100,,,,,,
rospeex_msgs,rospeex,rospeex,100,,,,,,
rospeex_launch,rospeex,rospeex,100,,,,,,
rospeex_if,rospeex,rospeex,100,,,,,,
rospeex_core,rospeex,rospeex,100,,,,,,
rospeex_audiomonitor,rospeex,rospeex,100,,,,,,
