package_name,feature_word,region_word,score
turtlebot3_autorace_2020,turtlebot3,turtlebot3,100
robotis_manipulator,robotis,robotis op,95
xbot_tools,xbot,xbot,100
xbot_safety_controller,xbot,xbot,100
xbot_node,xbot,xbot,100
xbot_msgs,xbot,xbot,100
xbot_driver,xbot,xbot,100
xbot_description,xbot,xbot,100
xbot_bringup,xbot,xbot,100
xbot,xbot,xbot,100
fanuc_r2000ic_support,fanuc,fanuc,100
fanuc_r2000ib_support,fanuc,fanuc,100
fanuc_lrmate200id_support,fanuc,fanuc,100
fanuc_lrmate200id_moveit_plugins,fanuc,fanuc,100
fanuc_lrmate200id_moveit_config,fanuc,fanuc,100
fanuc_lrmate200id7l_moveit_config,fanuc,fanuc,100
fanuc_experimental,fanuc,fanuc,100
pr2_se_calibration_launch,pr2,pr2,100
pr2_dense_laser_snapshotter,pr2,pr2,100
pr2_calibration_launch,pr2,pr2,100
pr2_calibration,pr2,pr2,100
rt_usb_9axisimu_driver,rt,turtlebot4,90
velodyne_pointcloud,velodyne,velodyne hdl-64e 3d lidar,90
velodyne_msgs,velodyne,velodyne hdl-64e 3d lidar,90
velodyne_laserscan,velodyne,velodyne hdl-64e 3d lidar,90
velodyne_driver,velodyne,velodyne hdl-64e 3d lidar,90
velodyne,velodyne,velodyne hdl-64e 3d lidar,90
pr2_kinematics,pr2,pr2,100
pr2_arm_kinematics,pr2,pr2,100
fetch_moveit_config,fetch,fetch,100
fetch_maps,fetch,fetch,100
fetch_ikfast_plugin,fetch,fetch,100
fetch_description,fetch,fetch,100
fetch_depth_layer,fetch,fetch,100
fetch_calibration,fetch,fetch,100
roomba_stage,roomba,roomba,100
point_cloud_publisher_tutorial,point,pointgrey cameras (with flycapture2),90
rbcar_pad,rbcar,rbcar,100
rbcar_navigation,rbcar,rbcar,100
rbcar_localization,rbcar,rbcar,100
rbcar_description,rbcar,rbcar,100
rbcar_common,rbcar,rbcar,100
leap_motion,leap,leap_motion,90
xaxxon_openlidar,xaxxon,xaxxon openlidar,90
hironx_ros_bridge,hironx,hironxo,92
hironx_moveit_config,hironx,hironxo,92
hironx_calibration,hironx,hironxo,92
dynamixel_tutorials,dynamixel,dynamixel,100
dynamixel_msgs,dynamixel,dynamixel,100
dynamixel_motor,dynamixel,dynamixel,100
dynamixel_driver,dynamixel,dynamixel,100
dynamixel_controllers,dynamixel,dynamixel,100
turtlebot3_panorama,turtlebot3,turtlebot3,100
turtlebot3_follower,turtlebot3,turtlebot3,100
turtlebot3_follow_filter,turtlebot3,turtlebot3,100
turtlebot3_automatic_parking_vision,turtlebot3,turtlebot3,100
turtlebot3_automatic_parking,turtlebot3,turtlebot3,100
turtlebot3_applications,turtlebot3,turtlebot3,100
position_controllers,position,applanix position and orientation system for land vehicles,90
zivid_samples,zivid,zivid 3d camera,90
zivid_camera,zivid,zivid 3d camera,90
opt_camera,opt,erle-copter,90
dynamic_tf_publisher,dynamic,dynamic_uvc_cam,90
tiago_simulation,tiago,tiago++,100
tiago_robot,tiago,tiago++,100
tiago_multi,tiago,tiago++,100
tiago_moveit_config,tiago,tiago++,100
tiago_gazebo,tiago,tiago++,100
tiago_description,tiago,tiago++,100
tiago_controller_configuration_gazebo,tiago,tiago++,100
tiago_controller_configuration,tiago,tiago++,100
tiago_bringup,tiago,tiago++,100
tiago_2dnav_gazebo,tiago,tiago++,100
xarm_sdk,xarm,xarm,100
xarm_planner,xarm,xarm,100
xarm_msgs,xarm,xarm,100
xarm_gripper,xarm,xarm,100
xarm_gazebo,xarm,xarm,100
xarm_description,xarm,xarm,100
xarm_controller,xarm,xarm,100
xarm_bringup,xarm,xarm,100
xarm_api,xarm,xarm,100
xarm7_vacuum_gripper_moveit_config,xarm7,xarm,89
pr2_trajectory_execution_tests,pr2,pr2,100
pr2_test_sbpl_planner,pr2,pr2,100
pr2_test_kinematic_constraints,pr2,pr2,100
pr2_test_collision_distance_field,pr2,pr2,100
pr2_test_collision_detection,pr2,pr2,100
pr2_test_chomp_planner,pr2,pr2,100
pr2_simple_benchmark_test,pr2,pr2,100
pr2_planning_interface_tests,pr2,pr2,100
pr2_ompl_planning_tests,pr2,pr2,100
pr2_moveit_tests,pr2,pr2,100
pr2_moveit_plugins,pr2,pr2,100
pr2_moveit_config,pr2,pr2,100
pr2_move_group_test,pr2,pr2,100
pr2_arm_ik_tests,pr2,pr2,100
ensenso,ensenso,ensenso stereo cameras,90
turtlebot_loadout_kha1,turtlebot,turtlebot2,100
pioneer_bringup,pioneer,pioneer lx,95
mobility_base_tools,mobility,mobility base,90
mobility_base_simulator,mobility,mobility base,90
mobility_base_pointcloud_filter,mobility,mobility base,90
mobility_base_gazebo_plugins,mobility,mobility base,90
mobility_base_gazebo,mobility,mobility base,90
mobility_base_examples,mobility,mobility base,90
mobility_base_description,mobility,mobility base,90
mobility_base_core_msgs,mobility,mobility base,90
mobility_base_bringup,mobility,mobility base,90
mobility_base,mobility,mobility base,90
um6,um6,ch robotics um6 imu,90
abb_resources,abb,abb manipulators,90
abb_irb6640_support,abb,abb manipulators,90
abb_irb6640_moveit_config,abb,abb manipulators,90
abb_irb6600_support,abb,abb manipulators,90
abb_irb5400_support,abb,abb manipulators,90
abb_irb4400_support,abb,abb manipulators,90
abb_irb2400_support,abb,abb manipulators,90
abb_irb2400_moveit_plugins,abb,abb manipulators,90
abb_irb2400_moveit_config,abb,abb manipulators,90
abb,abb,abb manipulators,90
sicktoolbox,sicktoolbox,sicktoolbox_wrapper,90
xsens_driver,xsens,xsens mti node,90
shadow_robot,shadow,shadow ronex,90
xbot_talker,xbot,xbot,100
nmea_comms,nmea,nmea_navsat_driver,90
barrett_hand,barrett,barrett hand,90
naoqi_dcm_driver,naoqi,nao,90
barrett_hand_description,barrett,barrett hand,90
barrett_hand_common,barrett,barrett hand,90
nmea_gps_plugin,nmea,nmea_navsat_driver,90
sciurus17_vision,sciurus17,sciurus17,100
sciurus17_tools,sciurus17,sciurus17,100
sciurus17_msgs,sciurus17,sciurus17,100
sciurus17_moveit_config,sciurus17,sciurus17,100
sciurus17_gazebo,sciurus17,sciurus17,100
sciurus17_examples,sciurus17,sciurus17,100
sciurus17_description,sciurus17,sciurus17,100
sciurus17_control,sciurus17,sciurus17,100
sciurus17_bringup,sciurus17,sciurus17,100
sciurus17,sciurus17,sciurus17,100
leo_teleop,leo,leo rover,90
leo_msgs,leo,leo rover,90
leo_description,leo,leo rover,90
leo,leo,leo rover,90
tiago_navigation,tiago,tiago++,100
tiago_maps,tiago,tiago++,100
tiago_laser_sensors,tiago,tiago++,100
tiago_2dnav,tiago,tiago++,100
naoqi_driver,naoqi,nao,90
naoqi_bridge_msgs,naoqi,nao,90
sick_scan,sick,sick lms1104 laser,90
dynamic_edt_3d,dynamic,dynamic_uvc_cam,90
doosan_robotics,doosan,doosan-robot,90
doosan_robot,doosan,doosan-robot,90
libphidgets,libphidgets,libphidgets21,92
dynamixel_control_hw,dynamixel,dynamixel,100
nerian_stereo,nerian,scenescan and sp1 by nerian vision technologies,90
leptrino_force_torque,leptrino,leptrino force/torque sensor,90
fanuc_m6ib_support,fanuc,fanuc,100
fanuc_m6ib_moveit_plugins,fanuc,fanuc,100
fanuc_m6ib_moveit_config,fanuc,fanuc,100
fanuc_m6ib6s_moveit_config,fanuc,fanuc,100
fanuc_m430ia_support,fanuc,fanuc,100
fanuc_m430ia_moveit_plugins,fanuc,fanuc,100
fanuc_m430ia2p_moveit_config,fanuc,fanuc,100
fanuc_m430ia2f_moveit_config,fanuc,fanuc,100
fanuc_m20ib_support,fanuc,fanuc,100
fanuc_m20ib_moveit_plugins,fanuc,fanuc,100
fanuc_m20ib25_moveit_config,fanuc,fanuc,100
fanuc_m20ia_support,fanuc,fanuc,100
fanuc_m20ia_moveit_plugins,fanuc,fanuc,100
fanuc_m20ia_moveit_config,fanuc,fanuc,100
fanuc_m20ia10l_moveit_config,fanuc,fanuc,100
fanuc_m16ib_support,fanuc,fanuc,100
fanuc_m16ib_moveit_plugins,fanuc,fanuc,100
fanuc_m16ib20_moveit_config,fanuc,fanuc,100
fanuc_m10ia_support,fanuc,fanuc,100
fanuc_m10ia_moveit_plugins,fanuc,fanuc,100
fanuc_m10ia_moveit_config,fanuc,fanuc,100
fanuc_lrmate200ic_support,fanuc,fanuc,100
fanuc_lrmate200ic_moveit_plugins,fanuc,fanuc,100
fanuc_lrmate200ic_moveit_config,fanuc,fanuc,100
fanuc_lrmate200ic5l_moveit_config,fanuc,fanuc,100
fanuc_lrmate200ic5h_moveit_config,fanuc,fanuc,100
fanuc_lrmate200ib_support,fanuc,fanuc,100
fanuc_lrmate200ib_moveit_plugins,fanuc,fanuc,100
crane_x7_msgs,crane,crane-x7,90
fanuc_lrmate200ib_moveit_config,fanuc,fanuc,100
fanuc_lrmate200ib3l_moveit_config,fanuc,fanuc,100
fanuc_lrmate200i_support,fanuc,fanuc,100
fanuc_lrmate200i_moveit_plugins,fanuc,fanuc,100
fanuc_lrmate200i_moveit_config,fanuc,fanuc,100
fanuc_driver,fanuc,fanuc,100
fanuc_cr7ial_moveit_config,fanuc,fanuc,100
fanuc_cr7ia_support,fanuc,fanuc,100
fanuc_cr7ia_moveit_config,fanuc,fanuc,100
fanuc_cr35ia_support,fanuc,fanuc,100
fanuc,fanuc,fanuc,100
vrpn_client_ros,vrpn,vrpn,100
crane_x7_moveit_config,crane,crane-x7,90
crane_x7_gazebo,crane,crane-x7,90
crane_x7_examples,crane,crane-x7,90
crane_x7_control,crane,crane-x7,90
crane_x7_bringup,crane,crane-x7,90
crane_x7,crane,crane-x7,90
pr2_tuck_arms_action,pr2,pr2,100
pr2_tilt_laser_interface,pr2,pr2,100
pr2_common_actions,pr2,pr2,100
pr2_common_action_msgs,pr2,pr2,100
pr2_arm_move_ik,pr2,pr2,100
warthog_msgs,warthog,clearpath warthog ugv,90
warthog_description,warthog,clearpath warthog ugv,90
warthog_control,warthog,clearpath warthog ugv,90
pr2_self_test_msgs,pr2,pr2,100
pr2_self_test,pr2,pr2,100
pr2_motor_diagnostic_tool,pr2,pr2,100
pr2_counterbalance_check,pr2,pr2,100
pr2_bringup_tests,pr2,pr2,100
pr2_power_drivers,pr2,pr2,100
pr2_power_board,pr2,pr2,100
pr2_navigation_teleop,pr2,pr2,100
pr2_navigation_slam,pr2,pr2,100
pr2_navigation_self_filter,pr2,pr2,100
pr2_navigation_perception,pr2,pr2,100
pr2_navigation_local,pr2,pr2,100
pr2_navigation_global,pr2,pr2,100
pr2_navigation_config,pr2,pr2,100
pr2_navigation,pr2,pr2,100
pr2_move_base,pr2,pr2,100
pr2eus_tutorials,pr2eus,pr2,90
pr2eus_openrave,pr2eus,pr2,90
pr2eus_moveit,pr2eus,pr2,90
pr2eus_impedance,pr2eus,pr2,90
pr2eus_armnavigation,pr2eus,pr2,90
pr2eus,pr2eus,pr2,90
ensenso_driver,ensenso,ensenso stereo cameras,90
ensenso_description,ensenso,ensenso stereo cameras,90
ensenso_camera_test,ensenso,ensenso stereo cameras,90
ensenso_camera_msgs,ensenso,ensenso stereo cameras,90
ensenso_camera,ensenso,ensenso stereo cameras,90
arbotix_sensors,arbotix,sharp ir range finder (via arbotix robocontroller),90
arbotix_python,arbotix,sharp ir range finder (via arbotix robocontroller),90
arbotix_msgs,arbotix,sharp ir range finder (via arbotix robocontroller),90
arbotix_firmware,arbotix,sharp ir range finder (via arbotix robocontroller),90
arbotix_controllers,arbotix,sharp ir range finder (via arbotix robocontroller),90
arbotix,arbotix,sharp ir range finder (via arbotix robocontroller),90
microstrain_mips_client,microstrain,microstrain_3dmgx2_imu,90
schunk_svh_driver,schunk,schunk svh,90
rplidar_ros,rplidar,rplidar a1/2/3/s1/s2 laser(c++),90
pr2_gripper_sensor_msgs,pr2,pr2,100
pr2_gripper_sensor_controller,pr2,pr2,100
pr2_gripper_sensor_action,pr2,pr2,100
pr2_gripper_sensor,pr2,pr2,100
talos_robot,talos,talos,100
talos_description_inertial,talos,talos,100
talos_description_calibration,talos,talos,100
talos_description,talos,talos,100
talos_controller_configuration,talos,talos,100
talos_bringup,talos,talos,100
app_manager,app,sicktoolbox_wrapper,90
omron_os32c_driver,omron,omron sentech camera,90
basler_tof,basler,basler tof es camera,90
ridgeback_robot,ridgeback,clearpath ridgeback,90
ridgeback_bringup,ridgeback,clearpath ridgeback,90
ridgeback_base,ridgeback,clearpath ridgeback,90
abb_irb7600_support,abb,abb manipulators,90
abb_irb6700_support,abb,abb manipulators,90
abb_irb6650s_support,abb,abb manipulators,90
abb_irb52_support,abb,abb manipulators,90
abb_irb4600_support,abb,abb manipulators,90
abb_irb2600_support,abb,abb manipulators,90
abb_irb1600_support,abb,abb manipulators,90
abb_irb1600_6_12_moveit_config,abb,abb manipulators,90
abb_irb120t_moveit_config,abb,abb manipulators,90
abb_irb120_support,abb,abb manipulators,90
abb_irb120_moveit_config,abb,abb manipulators,90
abb_irb120_gazebo,abb,abb manipulators,90
abb_irb1200_support,abb,abb manipulators,90
abb_irb1200_gazebo,abb,abb manipulators,90
abb_irb1200_7_70_moveit_config,abb,abb manipulators,90
abb_irb1200_5_90_moveit_config,abb,abb manipulators,90
abb_experimental,abb,abb manipulators,90
abb_crb15000_support,abb,abb manipulators,90
pr2_ethercat_drivers,pr2,pr2,100
sick_ldmrs_tools,sick,sick lms1104 laser,90
sick_ldmrs_msgs,sick,sick lms1104 laser,90
sick_ldmrs_laser,sick,sick lms1104 laser,90
sick_ldmrs_driver,sick,sick lms1104 laser,90
sick_ldmrs_description,sick,sick lms1104 laser,90
jackal_tutorials,jackal,clearpath jackal ugv,90
jackal_navigation,jackal,clearpath jackal ugv,90
jackal_msgs,jackal,clearpath jackal ugv,90
jackal_description,jackal,clearpath jackal ugv,90
jackal_control,jackal,clearpath jackal ugv,90
orb_slam2_with_maps-odom,orb,orbbec astra,90
kobuki_ftdi,kobuki,kobuki,100
kobuki_driver,kobuki,kobuki,100
kobuki_dock_drive,kobuki,kobuki,100
kobuki_core,kobuki,kobuki,100
jackal_robot,jackal,clearpath jackal ugv,90
jackal_bringup,jackal,clearpath jackal ugv,90
jackal_base,jackal,clearpath jackal ugv,90
hand_kinematics,hand,allegro hand,90
ridgeback_simulator,ridgeback,clearpath ridgeback,90
ridgeback_gazebo_plugins,ridgeback,clearpath ridgeback,90
ridgeback_gazebo,ridgeback,clearpath ridgeback,90
mecanum_gazebo_plugin,mecanum,mecanumrover ver.3.0,90
jackal_simulator,jackal,clearpath jackal ugv,90
jackal_gazebo,jackal,clearpath jackal ugv,90
neo_local_planner,neo,neobotix mpo-700,90
warthog_simulator,warthog,clearpath warthog ugv,90
warthog_gazebo,warthog,clearpath warthog ugv,90
pr2_mechanism_msgs,pr2,pr2,100
fetch_teleop,fetch,fetch,100
fetch_ros,fetch,fetch,100
fetch_navigation,fetch,fetch,100
turtlebot_teleop,turtlebot,turtlebot2,100
turtlebot_description,turtlebot,turtlebot2,100
turtlebot_capabilities,turtlebot,turtlebot2,100
turtlebot_bringup,turtlebot,turtlebot2,100
turtlebot,turtlebot,turtlebot2,100
realsense_camera,realsense,intel® realsense™ f200/vf0800,90
xiaoqiang_server,xiaoqiang,xiaoqiang,100
xiaoqiang_navigation_example,xiaoqiang,xiaoqiang,100
xiaoqiang_navigation,xiaoqiang,xiaoqiang,100
xiaoqiang_msgs,xiaoqiang,xiaoqiang,100
xiaoqiang_monitor,xiaoqiang,xiaoqiang,100
xiaoqiang_freenect_launch,xiaoqiang,xiaoqiang,100
xiaoqiang_freenect_camera,xiaoqiang,xiaoqiang,100
xiaoqiang_freenect,xiaoqiang,xiaoqiang,100
xiaoqiang_driver,xiaoqiang,xiaoqiang,100
xiaoqiang_description,xiaoqiang,xiaoqiang,100
xiaoqiang_depth_image_proc,xiaoqiang,xiaoqiang,100
xiaoqiang_controller,xiaoqiang,xiaoqiang,100
xiaoqiang_bringup,xiaoqiang,xiaoqiang,100
xiaoqiang,xiaoqiang,xiaoqiang,100
pr2_msgs,pr2,pr2,100
pr2_machine,pr2,pr2,100
pr2_description,pr2,pr2,100
pr2_dashboard_aggregator,pr2,pr2,100
pr2_common,pr2,pr2,100
roch_teleop,roch,roch,100
roch_rapps,roch,roch,100
roch_navigation,roch,roch,100
roch_follower,roch,roch,100
roch,roch,roch,100
hls_lfcd_lds2_driver,hls,hls-lfcd lds,90
fanuc_post_processor_example,fanuc,fanuc,100
fanuc_post_processor,fanuc,fanuc,100
nao_gazebo_plugin,nao,nao,100
nao_control,nao,nao,100
kobuki_rviz_launchers,kobuki,kobuki,100
kobuki_qtestsuite,kobuki,kobuki,100
kobuki_gazebo_plugins,kobuki,kobuki,100
kobuki_gazebo,kobuki,kobuki,100
kobuki_desktop,kobuki,kobuki,100
kobuki_dashboard,kobuki,kobuki,100
thormang3_tools,thormang3,thormang,94
thormang3_opc,thormang3,thormang,94
thormang3_offset_tuner_server,thormang3,thormang,94
thormang3_offset_tuner_client,thormang3,thormang,94
thormang3_navigation,thormang3,thormang,94
thormang3_foot_step_generator,thormang3,thormang,94
thormang3_demo,thormang3,thormang,94
thormang3_action_script_player,thormang3,thormang,94
thormang3_action_editor,thormang3,thormang,94
robotis_op3_tools,robotis,robotis op,95
robotis_op3_demo,robotis,robotis op,95
wge100_driver,wge100,wge100 camera,90
wge100_camera_firmware,wge100,wge100 camera,90
wge100_camera,wge100,wge100 camera,90
thormang3_walking_demo,thormang3,thormang,94
thormang3_sensors,thormang3,thormang,94
thormang3_ppc,thormang3,thormang,94
thormang3_mpc_sensors,thormang3,thormang,94
thormang3_manipulation_demo,thormang3,thormang,94
thormang3_imu_3dm_gx4,thormang3,thormang,94
thormang3_gazebo,thormang3,thormang,94
thormang3_description,thormang3,thormang,94
thormang3_common,thormang3,thormang,94
thormang3_walking_module_msgs,thormang3,thormang,94
thormang3_walking_module,thormang3,thormang,94
thormang3_offset_tuner_msgs,thormang3,thormang,94
thormang3_msgs,thormang3,thormang,94
thormang3_mpc,thormang3,thormang,94
thormang3_manipulation_module_msgs,thormang3,thormang,94
thormang3_manipulation_module,thormang3,thormang,94
thormang3_manager,thormang3,thormang,94
thormang3_kinematics_dynamics,thormang3,thormang,94
thormang3_head_control_module_msgs,thormang3,thormang,94
thormang3_head_control_module,thormang3,thormang,94
thormang3_gripper_module,thormang3,thormang,94
thormang3_feet_ft_module_msgs,thormang3,thormang,94
thormang3_feet_ft_module,thormang3,thormang,94
thormang3_base_module,thormang3,thormang,94
thormang3_balance_control,thormang3,thormang,94
thormang3_action_module_msgs,thormang3,thormang,94
thormang3_action_module,thormang3,thormang,94
robotis_op3_common,robotis,robotis op,95
robotis_op3,robotis,robotis op,95
robotis_framework_common,robotis,robotis op,95
robotis_framework,robotis,robotis op,95
robotis_device,robotis,robotis op,95
robotis_controller_msgs,robotis,robotis op,95
robotis_controller,robotis,robotis op,95
rh_p12_rn_manager,rh,rh-p12-rn,90
rh_p12_rn_gui,rh,rh-p12-rn,90
rh_p12_rn_gazebo,rh,rh-p12-rn,90
rh_p12_rn_description,rh,rh-p12-rn,90
rh_p12_rn_base_module_msgs,rh,rh-p12-rn,90
rh_p12_rn_base_module,rh,rh-p12-rn,90
rh_p12_rn,rh,rh-p12-rn,90
robotis_utility,robotis,robotis op,95
robotis_op3_msgs,robotis,robotis op,95
robotis_math,robotis,robotis op,95
kobuki_testsuite,kobuki,kobuki,100
kobuki_safety_controller,kobuki,kobuki,100
kobuki_rapps,kobuki,kobuki,100
kobuki_random_walker,kobuki,kobuki,100
kobuki_node,kobuki,kobuki,100
kobuki_keyop,kobuki,kobuki,100
kobuki_description,kobuki,kobuki,100
kobuki_controller_tutorial,kobuki,kobuki,100
kobuki_capabilities,kobuki,kobuki,100
kobuki_bumper2pc,kobuki,kobuki,100
kobuki_auto_docking,kobuki,kobuki,100
kobuki,kobuki,kobuki,100
pr2_mechanism_model,pr2,pr2,100
pr2_mechanism_diagnostics,pr2,pr2,100
pr2_mechanism_controllers,pr2,pr2,100
pr2_mechanism,pr2,pr2,100
pr2_head_action,pr2,pr2,100
pr2_hardware_interface,pr2,pr2,100
pr2_gripper_action,pr2,pr2,100
pr2_controllers_msgs,pr2,pr2,100
pr2_controllers,pr2,pr2,100
pr2_controller_manager,pr2,pr2,100
pr2_controller_interface,pr2,pr2,100
pr2_calibration_controllers,pr2,pr2,100
pepper_sensors_py,pepper,pepper,100
pepper_robot,pepper,pepper,100
pepper_description,pepper,pepper,100
pepper_bringup,pepper,pepper,100
nao_vision,nao,nao,100
nao_interaction_msgs,nao,nao,100
nao_interaction_launchers,nao,nao,100
nao_interaction,nao,nao,100
nao_audio,nao,nao,100
segway_rmp,segway,segway rmpv3,90
xbot_navi,xbot,xbot,100
xbot_face,xbot,xbot,100
microstrain_3dmgx2_imu,microstrain,microstrain_3dmgx2_imu,90
r2_moveit_generated,r2,pr2,90
astra_launch,astra,orbbec astra,90
sicktoolbox_wrapper,sicktoolbox,sicktoolbox_wrapper,90
node_manager_fkie,node,xsens mti node,90
strain_gauge_calibration,strain,microstrain_3dmgx2_imu,90
pr2_navigation_apps,pr2,pr2,100
pr2_2dnav_slam,pr2,pr2,100
pr2_2dnav_local,pr2,pr2,100
pr2_2dnav,pr2,pr2,100
hls_lfom_tof_driver,hls,hls-lfcd lds,90
pr2_desktop,pr2,pr2,100
pr2_base,pr2,pr2,100
pr2,pr2,pr2,100
fetch_simulation,fetch,fetch,100
fetch_gazebo_demo,fetch,fetch,100
fetch_gazebo,fetch,fetch,100
care_o_bot_simulation,care,care-o-bot,90
care_o_bot_robot,care,care-o-bot,90
care_o_bot_desktop,care,care-o-bot,90
care_o_bot,care,care-o-bot,90
piksi_rtk_msgs,piksi,swiftnav piksi rtk-gps,90
piksi_multi_rtk,piksi,swiftnav piksi rtk-gps,90
turtlebot3_autorace_detect,turtlebot3,turtlebot3,100
turtlebot3_autorace_core,turtlebot3,turtlebot3,100
turtlebot3_autorace_control,turtlebot3,turtlebot3,100
turtlebot3_autorace_camera,turtlebot3,turtlebot3,100
turtlebot3_autorace,turtlebot3,turtlebot3,100
heron_viz,heron,clearpath heron usv,90
heron_desktop,heron,clearpath heron usv,90
turtlebot3_applications_msgs,turtlebot3,turtlebot3,100
nmea_navsat_driver,nmea,nmea_navsat_driver,90
turtlebot_stdr,turtlebot,turtlebot2,100
turtlebot_stage,turtlebot,turtlebot2,100
turtlebot_simulator,turtlebot,turtlebot2,100
turtlebot_gazebo,turtlebot,turtlebot2,100
kobuki_msgs,kobuki,kobuki,100
teraranger_array_converter,teraranger,teraranger evo tof range finder,90
nmea_msgs,nmea,nmea_navsat_driver,90
turtlebot_rapps,turtlebot,turtlebot2,100
turtlebot_navigation,turtlebot,turtlebot2,100
turtlebot_follower,turtlebot,turtlebot2,100
turtlebot_create,turtlebot,turtlebot2,100
turtlebot_calibration,turtlebot,turtlebot2,100
turtlebot_apps,turtlebot,turtlebot2,100
turtlebot_actions,turtlebot,turtlebot2,100
rospeex_webaudiomonitor,rospeex,rospeex,100
rospeex_samples,rospeex,rospeex,100
rospeex_msgs,rospeex,rospeex,100
rospeex_launch,rospeex,rospeex,100
rospeex_if,rospeex,rospeex,100
rospeex_core,rospeex,rospeex,100
rospeex_audiomonitor,rospeex,rospeex,100
rospeex,rospeex,rospeex,100
romeo_moveit_config,romeo,romeo,100
romeo_gazebo_plugin,romeo,romeo,100
romeo_control,romeo,romeo,100
pepper_gazebo_plugin,pepper,pepper,100
pepper_dcm_bringup,pepper,pepper,100
pepper_control,pepper,pepper,100
