Last_commit_date,repo_description,repo_name,repo_url
2017/11/8,"urdf,urdf_parser_plugin",urdf,https://index.ros.org/r/urdf/#kinetic
2017/11/7,find_object_2d,find_object_2d,https://index.ros.org/r/find_object_2d/#kinetic
2017/11/6,dyn_tune,dyn_tune,https://index.ros.org/r/dyn_tune/#kinetic
2017/11/3,"fulanghua_ekf_2d,fulanghua_evaluator,fulanghua_navigation,fulanghua_srvs,fulanghua_static_path_publisher,fulanghua_waypoints_nav",fulanghua_navigation,https://index.ros.org/r/fulanghua_navigation/#kinetic
2017/11/2,schunk_canopen_driver,schunk_canopen_driver,https://index.ros.org/r/schunk_canopen_driver/#kinetic
2017/11/1,rostune,rostune,https://index.ros.org/r/rostune/#kinetic
2017/11/1,"nav2d,nav2d_exploration,nav2d_karto,nav2d_localizer,nav2d_msgs,nav2d_navigator,nav2d_operator,nav2d_remote,nav2d_tutorials",navigation_2d,https://index.ros.org/r/navigation_2d/#kinetic
2017/10/30,infinisoleil,infinisoleil,https://index.ros.org/r/infinisoleil/#kinetic
2017/10/23,romeo_moveit_actions,romeo_moveit_actions,https://index.ros.org/r/romeo_moveit_actions/#kinetic
2017/10/21,innok_heros_description,innok_heros_description,https://index.ros.org/r/innok_heros_description/#kinetic
2017/10/20,rcll_ros,rcll_ros,https://index.ros.org/r/rcll_ros/#kinetic
2017/10/19,gd_msgs,gd_msgs,https://index.ros.org/r/gd_msgs/#kinetic
2017/10/18,nerian_sp1,nerian_sp1,https://index.ros.org/r/nerian_sp1/#kinetic
2017/10/16,twistimu,twistimu,https://index.ros.org/r/twistimu/#kinetic
2017/10/16,"gmplot,gmplot_msgs,gmplot_ros",gmplot_ros,https://index.ros.org/r/gmplot_ros/#kinetic
2017/10/10,fzi_icl_can,fzi_icl_can,https://index.ros.org/r/fzi_icl_can/#kinetic
2017/10/9,wsg_32_description,wsg_32_description,https://index.ros.org/r/wsg_32_description/#kinetic
2017/10/9,"rsv_balance_gazebo,rsv_balance_gazebo_control,rsv_balance_simulator",rsv_balance_simulator,https://index.ros.org/r/rsv_balance_simulator/#kinetic
2017/10/8,pyros_test,pyros_test,https://index.ros.org/r/pyros_test/#kinetic
2021/1/16,dgps_ros,dgps_ros,https://index.ros.org/r/dgps_ros/#kinetic
2021/1/12,"actionlib_msgs,common_msgs,diagnostic_msgs,geometry_msgs,nav_msgs,sensor_msgs,shape_msgs,stereo_msgs,trajectory_msgs,visualization_msgs",common_msgs,https://index.ros.org/r/common_msgs/#kinetic
2021/1/8,"costmap_queue,dlux_global_planner,dlux_plugins,dwb_critics,dwb_local_planner,dwb_msgs,dwb_plugins,global_planner_tests,locomotor,locomotor_msgs,locomove_base,nav_2d_msgs,nav_2d_utils,nav_core2,nav_core_adapter,nav_grid,nav_grid_iterators,nav_grid_pub_sub,nav_grid_server,color_util,robot_nav_rviz_plugins,robot_nav_tools,robot_nav_viz_demos,robot_navigation",robot_navigation,https://index.ros.org/r/robot_navigation/#kinetic
2021/1/8,"joint_qualification_controllers,pr2_bringup_tests,pr2_counterbalance_check,pr2_motor_diagnostic_tool,pr2_self_test,pr2_self_test_msgs",pr2_self_test,https://index.ros.org/r/pr2_self_test/#kinetic
2021/1/7,fkie_potree_rviz_plugin,fkie_potree_rviz_plugin,https://index.ros.org/r/fkie_potree_rviz_plugin/#kinetic
2021/1/5,"rb1_base_gazebo,rb1_base_sim,rb1_base_sim_bringup",rb1_base_sim,https://index.ros.org/r/rb1_base_sim/#kinetic
2021/1/5,"icart_mini,icart_mini_control,icart_mini_description,icart_mini_driver,icart_mini_gazebo",icart_mini,https://index.ros.org/r/icart_mini/#kinetic
2021/1/4,"eigen_typekit,kdl_typekit,rtt_geometry",rtt_geometry,https://index.ros.org/r/rtt_geometry/#kinetic
2020/12/30,"ca_description,ca_driver,ca_msgs,ca_tools,create_autonomy",create_robot,https://index.ros.org/r/create_robot/#kinetic
2020/12/25,"arbotix,arbotix_controllers,arbotix_firmware,arbotix_msgs,arbotix_python,arbotix_sensors",arbotix,https://index.ros.org/r/arbotix/#kinetic
2020/12/24,"bcap_core,bcap_service,bcap_service_test,denso_robot_bringup,denso_robot_control,denso_robot_core,denso_robot_core_test,denso_robot_descriptions,denso_robot_gazebo,denso_robot_moveit_config,denso_robot_ros",denso_robot_ros,https://index.ros.org/r/denso_robot_ros/#kinetic
2020/12/20,roboticsgroup_upatras_gazebo_plugins,roboticsgroup_upatras_gazebo_plugins,https://index.ros.org/r/roboticsgroup_upatras_gazebo_plugins/#kinetic
2020/12/13,rtabmap,rtabmap,https://index.ros.org/r/rtabmap/#kinetic
2020/12/11,"joint_state_publisher,joint_state_publisher_gui",joint_state_publisher,https://index.ros.org/r/joint_state_publisher/#kinetic
2020/12/11,ipcamera_driver,ipcamera_driver,https://index.ros.org/r/ipcamera_driver/#kinetic
2020/12/11,"flexbe_behavior_engine,flexbe_core,flexbe_input,flexbe_mirror,flexbe_msgs,flexbe_onboard,flexbe_states,flexbe_testing,flexbe_widget",flexbe,https://index.ros.org/r/flexbe/#kinetic
2020/12/9,vision_msgs,vision_msgs,https://index.ros.org/r/vision_msgs/#kinetic
2020/12/7,"xpp_hyq,xpp_quadrotor,xpp,xpp_examples,xpp_msgs,xpp_states,xpp_vis",xpp,https://index.ros.org/r/xpp/#kinetic
2017/10/6,ez_interactive_marker,ez_interactive_marker,https://index.ros.org/r/ez_interactive_marker/#kinetic
2017/10/5,"glkh_solver,lkh,lkh_solver",lkh,https://index.ros.org/r/lkh/#kinetic
2017/10/2,ros_explorer,ros_explorer,https://index.ros.org/r/ros_explorer/#kinetic
2017/10/2,asr_visualization_server,asr_visualization_server,https://index.ros.org/r/asr_visualization_server/#kinetic
2017/10/2,asr_robot_model_services,asr_robot_model_services,https://index.ros.org/r/asr_robot_model_services/#kinetic
2017/10/2,asr_navfn,asr_navfn,https://index.ros.org/r/asr_navfn/#kinetic
2017/10/2,asr_mild_kinematic_chain,asr_mild_kinematic_chain,https://index.ros.org/r/asr_mild_kinematic_chain/#kinetic
2017/10/2,asr_calibration_tool_dome,asr_calibration_tool_dome,https://index.ros.org/r/asr_calibration_tool_dome/#kinetic
2017/10/2,asr_aruco_marker_recognition,asr_aruco_marker_recognition,https://index.ros.org/r/asr_aruco_marker_recognition/#kinetic
2017/9/19,move_base_to_manip,move_base_to_manip,https://index.ros.org/r/move_base_to_manip/#kinetic
2017/9/18,roch_viz,roch_viz,https://index.ros.org/r/roch_viz/#kinetic
2017/9/18,"roch_gazebo,roch_simulator",roch_simulator,https://index.ros.org/r/roch_simulator/#kinetic
2017/9/18,roch_concert,roch_concert,https://index.ros.org/r/roch_concert/#kinetic
2017/9/5,"aubo_control,aubo_description,aubo_driver,aubo_gazebo,aubo_i5_moveit_config,aubo_kinematics,aubo_msgs,aubo_new_driver,aubo_panel,aubo_robot,aubo_trajectory,aubo_trajectory_filters",aubo_robot,https://index.ros.org/r/aubo_robot/#kinetic
2017/8/31,"ros1_cpptemplate,ros1_pip_pytemplate,ros1_pytemplate,ros1_ros_cpptemplate,ros1_template,ros1_template_msgs",ros1_template,https://index.ros.org/r/ros1_template/#kinetic
2017/8/29,asr_mild_base_laserscanner,asr_mild_base_laserscanner,https://index.ros.org/r/asr_mild_base_laserscanner/#kinetic
2017/8/28,myahrs_driver,myahrs_driver,https://index.ros.org/r/myahrs_driver/#kinetic
2017/8/25,muse_bldc_motor_drive,muse_bldc_motor_drive,https://index.ros.org/r/muse_bldc_motor_drive/#kinetic
2017/8/22,asr_resources_for_vision,asr_resources_for_vision,https://index.ros.org/r/asr_resources_for_vision/#kinetic
2017/8/21,rviz,rviz,https://index.ros.org/r/rviz/#kinetic
2017/8/14,prosilica_camera,prosilica_driver,https://index.ros.org/r/prosilica_driver/#kinetic
2017/8/9,frontier_exploration,frontier_exploration,https://index.ros.org/r/frontier_exploration/#kinetic
2017/8/8,hugin_panorama,hugin_panorama,https://index.ros.org/r/hugin_panorama/#kinetic
2017/8/7,"geometry_tutorials,turtle_tf,turtle_tf2",geometry_tutorials,https://index.ros.org/r/geometry_tutorials/#kinetic
2020/12/7,rospack,rospack,https://index.ros.org/r/rospack/#kinetic
2020/12/4,robotnik_msgs,robotnik_msgs,https://index.ros.org/r/robotnik_msgs/#kinetic
2020/12/3,"tb3_monitor,tb3_safe_teleop",tb3_tools,https://index.ros.org/r/tb3_tools/#kinetic
2020/12/3,"rb1_dual_ur3_moveit_config,rb1_base_common,rb1_base_control,rb1_base_description,rb1_base_localization,rb1_base_navigation,rb1_base_pad",rb1_base_common,https://index.ros.org/r/rb1_base_common/#kinetic
2020/12/2,"mbf_abstract_core,mbf_abstract_nav,mbf_costmap_core,mbf_costmap_nav,mbf_msgs,mbf_simple_nav,mbf_utility,move_base_flex",move_base_flex,https://index.ros.org/r/move_base_flex/#kinetic
2020/11/26,omron_os32c_driver,omron_os32c_driver,https://index.ros.org/r/omron_os32c_driver/#kinetic
2020/11/26,android_core,android_core,https://index.ros.org/r/android_core/#kinetic
2020/11/24,"swri_profiler,swri_profiler_msgs,swri_profiler_tools",swri_profiler,https://index.ros.org/r/swri_profiler/#kinetic
2020/11/19,flexbe_app,flexbe_app,https://index.ros.org/r/flexbe_app/#kinetic
2020/11/18,"ipr_extern,libmodbus,libreflexxestype2,ros_reflexxes",ipr_extern,https://index.ros.org/r/ipr_extern/#kinetic
2020/11/16,basler_tof,basler_tof,https://index.ros.org/r/basler_tof/#kinetic
2020/11/13,"dataspeed_pds,dataspeed_pds_can,dataspeed_pds_lcm,dataspeed_pds_msgs,dataspeed_pds_rqt,dataspeed_pds_scripts",dataspeed_pds,https://index.ros.org/r/dataspeed_pds/#kinetic
2020/11/12,"ridgeback_base,ridgeback_bringup,ridgeback_robot",ridgeback_robot,https://index.ros.org/r/ridgeback_robot/#kinetic
2020/11/11,"aws_robomaker_simulation_ros_pkgs,robomaker_simulation_msgs",aws-robomaker-simulation-ros-pkgs,https://index.ros.org/r/aws-robomaker-simulation-ros-pkgs/#kinetic
2020/11/4,py_trees_ros,py_trees_ros,https://index.ros.org/r/py_trees_ros/#kinetic
2020/11/2,genmsg,genmsg,https://index.ros.org/r/genmsg/#kinetic
2020/11/1,teleop_keyboard_omni3,teleop_keyboard_omni3,https://index.ros.org/r/teleop_keyboard_omni3/#kinetic
2020/10/30,ddynamic_reconfigure_python,ddynamic_reconfigure_python,https://index.ros.org/r/ddynamic_reconfigure_python/#kinetic
2020/10/29,seed_smartactuator_sdk,seed_smartactuator_sdk,https://index.ros.org/r/seed_smartactuator_sdk/#kinetic
2020/10/27,std_msgs,std_msgs,https://index.ros.org/r/std_msgs/#kinetic
2020/10/26,"svenzva_demo,svenzva_description,svenzva_drivers,svenzva_joy,svenzva_moveit,svenzva_msgs,svenzva_ros,svenzva_simulation,svenzva_utils",svenzva_ros,https://index.ros.org/r/svenzva_ros/#kinetic
2020/10/26,"roscpp,rospy,ros_comm,test_rosbag,test_rosbag_storage,test_roscpp,test_rosgraph,test_roslaunch,test_roslib_comm,test_rosmaster,test_rosparam,test_rospy,test_rosservice,test_rostopic,rosbag,rosbag_storage,rosconsole,rosgraph,roslaunch,rosmaster,rosmsg,rosnode,rosout,rosparam,rosservice,rostest,rostopic,topic_tools,message_filters,roslz4,roswtf,xmlrpcpp",ros_comm,https://index.ros.org/r/ros_comm/#kinetic
2017/8/7,fzi_icl_core,fzi_icl_core,https://index.ros.org/r/fzi_icl_core/#kinetic
2017/8/6,sophus_ros_conversions,sophus_ros_toolkit,https://index.ros.org/r/sophus_ros_toolkit/#kinetic
2017/8/5,lost_comms_recovery,lost_comms_recovery,https://index.ros.org/r/lost_comms_recovery/#kinetic
2017/8/5,image_overlay_scale_and_compass,image_overlay_scale_and_compass,https://index.ros.org/r/image_overlay_scale_and_compass/#kinetic
2017/8/1,"sick_visionary_t,sick_visionary_t_driver",sick_visionary_t,https://index.ros.org/r/sick_visionary_t/#kinetic
2017/7/26,urdfdom_py,urdfdom_py,https://index.ros.org/r/urdfdom_py/#kinetic
2017/7/21,"underwater_sensor_msgs,underwater_vehicle_dynamics,uwsim",underwater_simulation,https://index.ros.org/r/underwater_simulation/#kinetic
2017/7/20,asr_robot,asr_robot,https://index.ros.org/r/asr_robot/#kinetic
2017/7/18,tiny_slam,tiny_slam,https://index.ros.org/r/tiny_slam/#kinetic
2017/7/12,"vigir_footstep_planning_lib,vigir_footstep_planning_plugins,vigir_footstep_planning_rviz_plugin,vigir_footstep_planning_widgets",vigir_footstep_planning_basics,https://index.ros.org/r/vigir_footstep_planning_basics/#kinetic
2017/7/7,"joy,joystick_drivers,ps3joy,spacenav_node,wiimote",joystick_drivers,https://index.ros.org/r/joystick_drivers/#kinetic
2017/7/4,"cirkit_unit03_gazebo,cirkit_unit03_simulator",cirkit_unit03_simulator,https://index.ros.org/r/cirkit_unit03_simulator/#kinetic
2017/7/4,"cirkit_unit03_base,cirkit_unit03_bringup,cirkit_unit03_driver,cirkit_unit03_robot",cirkit_unit03_robot,https://index.ros.org/r/cirkit_unit03_robot/#kinetic
2017/7/4,"cirkit_unit03_amcl,cirkit_unit03_gmapping,cirkit_unit03_maps,cirkit_unit03_move_base,cirkit_unit03_navigation",cirkit_unit03_navigation,https://index.ros.org/r/cirkit_unit03_navigation/#kinetic
2017/7/4,"cirkit_unit03_common,cirkit_unit03_control,cirkit_unit03_description",cirkit_unit03_common,https://index.ros.org/r/cirkit_unit03_common/#kinetic
2017/6/30,look_at_pose,look_at_pose,https://index.ros.org/r/look_at_pose/#kinetic
2017/6/27,asr_sick_lms_400,asr_sick_lms_400,https://index.ros.org/r/asr_sick_lms_400/#kinetic
2017/6/27,asr_rviz_pose_manager,asr_rviz_pose_manager,https://index.ros.org/r/asr_rviz_pose_manager/#kinetic
2017/6/27,asr_mild_base_launch_files,asr_mild_base_launch_files,https://index.ros.org/r/asr_mild_base_launch_files/#kinetic
2017/6/27,asr_mild_base_driving,asr_mild_base_driving,https://index.ros.org/r/asr_mild_base_driving/#kinetic
2017/6/27,asr_kinematic_chain_optimizer,asr_kinematic_chain_optimizer,https://index.ros.org/r/asr_kinematic_chain_optimizer/#kinetic
2017/6/27,asr_kinematic_chain_dome,asr_kinematic_chain_dome,https://index.ros.org/r/asr_kinematic_chain_dome/#kinetic
2017/6/27,asr_ivt_bridge,asr_ivt_bridge,https://index.ros.org/r/asr_ivt_bridge/#kinetic
2017/6/27,asr_flock_of_birds,asr_flock_of_birds,https://index.ros.org/r/asr_flock_of_birds/#kinetic
2020/10/25,handeye,handeye,https://index.ros.org/r/handeye/#kinetic
2020/10/25,criutils,criutils,https://index.ros.org/r/criutils/#kinetic
2020/10/23,"sick_ldmrs_description,sick_ldmrs_driver,sick_ldmrs_laser,sick_ldmrs_msgs,sick_ldmrs_tools",sick_ldmrs_laser,https://index.ros.org/r/sick_ldmrs_laser/#kinetic
2020/10/21,lgsvl_msgs,lgsvl_msgs,https://index.ros.org/r/lgsvl_msgs/#kinetic
2020/10/16,qwt_dependency,qwt_dependency,https://index.ros.org/r/qwt_dependency/#kinetic
2020/10/15,"open_manipulator_p,open_manipulator_p_control_gui,open_manipulator_p_controller,open_manipulator_p_description,open_manipulator_p_libs,open_manipulator_p_teleop",open_manipulator_p,https://index.ros.org/r/open_manipulator_p/#kinetic
2020/10/14,catkin,catkin,https://index.ros.org/r/catkin/#kinetic
2020/10/13,"ros_tutorials,roscpp_tutorials,rospy_tutorials,turtlesim",ros_tutorials,https://index.ros.org/r/ros_tutorials/#kinetic
2020/10/8,rosconsole_bridge,rosconsole_bridge,https://index.ros.org/r/rosconsole_bridge/#kinetic
2020/10/8,"rosgraph_msgs,std_srvs",ros_comm_msgs,https://index.ros.org/r/ros_comm_msgs/#kinetic
2020/10/8,gl_dependency,gl_dependency,https://index.ros.org/r/gl_dependency/#kinetic
2020/10/7,interactive_markers,interactive_markers,https://index.ros.org/r/interactive_markers/#kinetic
2020/10/6,"diagnostic_aggregator,diagnostic_analysis,diagnostic_common_diagnostics,diagnostic_updater,diagnostics,rosdiagnostic,self_test,test_diagnostic_aggregator",diagnostics,https://index.ros.org/r/diagnostics/#kinetic
2020/9/29,"jackal_control,jackal_description,jackal_msgs,jackal_navigation,jackal_tutorials",jackal,https://index.ros.org/r/jackal/#kinetic
2020/9/27,"robot_controllers,robot_controllers_interface,robot_controllers_msgs",robot_controllers,https://index.ros.org/r/robot_controllers/#kinetic
2020/9/23,orb_slam2_with_maps-odom,orb_slam2_with_maps_odom,https://index.ros.org/r/orb_slam2_with_maps_odom/#kinetic
2020/9/21,"moose_desktop,moose_viz",moose_desktop,https://index.ros.org/r/moose_desktop/#kinetic
2020/9/21,dnn_detect,dnn_detect,https://index.ros.org/r/dnn_detect/#kinetic
2020/9/15,iirob_filters,iirob_filters,https://index.ros.org/r/iirob_filters/#kinetic
2020/9/15,force_torque_sensor,force_torque_sensor,https://index.ros.org/r/force_torque_sensor/#kinetic
2020/9/15,ati_force_torque,ati_force_torque,https://index.ros.org/r/ati_force_torque/#kinetic
2020/9/9,wit-imu-driver,wit-imu-driver,https://index.ros.org/r/wit-imu-driver/#kinetic
2017/6/27,asr_cyberglove_visualization,asr_cyberglove_visualization,https://index.ros.org/r/asr_cyberglove_visualization/#kinetic
2017/6/27,asr_cyberglove_lib,asr_cyberglove_lib,https://index.ros.org/r/asr_cyberglove_lib/#kinetic
2017/6/26,stereo_slam,stereo_slam,https://index.ros.org/r/stereo_slam/#kinetic
2017/6/26,"ecl_command_line,ecl_concepts,ecl_containers,ecl_converters,ecl_core,ecl_core_apps,ecl_devices,ecl_eigen,ecl_exceptions,ecl_filesystem,ecl_formatters,ecl_geometry,ecl_ipc,ecl_linear_algebra,ecl_math,ecl_mpl,ecl_sigslots,ecl_statistics,ecl_streams,ecl_threads,ecl_time,ecl_type_traits,ecl_utilities",ecl_core,https://index.ros.org/r/ecl_core/#kinetic
2017/6/14,rodi_robot,rodi_robot,https://index.ros.org/r/rodi_robot/#kinetic
2017/6/12,"bin_pose_emulator,bin_pose_msgs",binpicking_utils,https://index.ros.org/r/binpicking_utils/#kinetic
2017/6/8,ps4eye,ps4eye,https://index.ros.org/r/ps4eye/#kinetic
2017/5/30,rcll_fawkes_sim,rcll_fawkes_sim,https://index.ros.org/r/rcll_fawkes_sim/#kinetic
2017/5/18,"epos_hardware,epos_library",epos_hardware,https://index.ros.org/r/epos_hardware/#kinetic
2017/5/17,rcll_refbox_peer,rcll_refbox_peer,https://index.ros.org/r/rcll_refbox_peer/#kinetic
2017/5/11,"assistant_robin,command_matcher,gspeech,hmi_robin,speech_database",hmi_robin,https://index.ros.org/r/hmi_robin/#kinetic
2017/5/6,raspimouse_ros,raspimouse_ros,https://index.ros.org/r/raspimouse_ros/#kinetic
2017/5/5,ros_peerjs,ros_peerjs,https://index.ros.org/r/ros_peerjs/#kinetic
2017/5/5,oros_tools_examples,oros_tools_examples,https://index.ros.org/r/oros_tools_examples/#kinetic
2017/4/26,pointcloud_to_laserscan,pointcloud_to_laserscan,https://index.ros.org/r/pointcloud_to_laserscan/#kinetic
2017/4/21,oros_tools,oros_tools,https://index.ros.org/r/oros_tools/#kinetic
2017/4/21,log_server,log_server,https://index.ros.org/r/log_server/#kinetic
2017/4/17,rgbd_launch,rgbd_launch,https://index.ros.org/r/rgbd_launch/#kinetic
2017/4/12,bcap,bcap,https://index.ros.org/r/bcap/#kinetic
2017/4/5,"imu_recalibration,kurt_base,kurt_bringup,kurt_description,kurt_driver,kurt_gazebo",kurt_driver,https://index.ros.org/r/kurt_driver/#kinetic
2017/4/3,ackermann_controller,ackermann_controller,https://index.ros.org/r/ackermann_controller/#kinetic
2017/3/28,"romeo_bringup,romeo_description,romeo_robot,romeo_sensors_py",romeo_robot,https://index.ros.org/r/romeo_robot/#kinetic
2020/9/8,"rr_control_input_manager,rr_openrover_description,rr_openrover_driver,rr_openrover_driver_msgs,rr_openrover_simulation,rr_openrover_stack,rr_rover_zero_driver",rr_openrover_stack,https://index.ros.org/r/rr_openrover_stack/#kinetic
2020/9/8,"open_manipulator_with_tb3,open_manipulator_with_tb3_description,open_manipulator_with_tb3_tools,open_manipulator_with_tb3_waffle_moveit,open_manipulator_with_tb3_waffle_pi_moveit",open_manipulator_with_tb3,https://index.ros.org/r/open_manipulator_with_tb3/#kinetic
2020/9/3,ros_type_introspection,ros_type_introspection,https://index.ros.org/r/ros_type_introspection/#kinetic
2020/9/1,"sr_example,sr_grasp,hand_kinematics,kdl_coupling,sr_interface,sr_moveit_hand_config,sr_multi_description,sr_box_ur10_moveit_config,sr_multi_moveit_config,sr_multi_moveit_test,sr_robot_commander,sr_robot_launch",sr_interface,https://index.ros.org/r/sr_interface/#kinetic
2020/9/1,"jackal_base,jackal_bringup,jackal_robot",jackal_robot,https://index.ros.org/r/jackal_robot/#kinetic
2020/8/31,"hebiros,hebiros_advanced_examples,hebiros_basic_examples,hebiros_description,hebiros_gazebo_plugin",hebiros,https://index.ros.org/r/hebiros/#kinetic
